fighter,odds,ev,current_lose_streak,current_win_streak,draw,avg_SIG_STlanded,avg_SIG_STpct,avg_SUB_ATT,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,finish_rate,decision_rate,win_rate,avg_SIG_STR_landed,avg_SIG_STR_pct,avg_SUATT
Khaos Williams,-188.0,53.1915,1,0,0,4.94,0.39,0.0,0.0,0.0,2,3,20,0,0,1,1,4,0,0,6,Orthodox,182.88,195.58,170,31,0.6666666666666666,0.3333333333333333,0.6666666666666666,,,
Khusein Askhabov,-180.0,55.5556,0,0,0,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,28,0.0,0.0,0.0,2.0,0.26,0.0
Kiefer Crosbie,390.0,390.0,2,0,0,,,,0.0,0.0,0,2,2,0,0,0,0,0,0,0,0,Switch,180.34,177.8,170,35,0.0,0.0,0.0,4.46,0.64,0.0
Kiichi Kunimoto,310.0,310.0,1,0,0,15.75,0.44,0.25,0.75,0.17,3,1,8,0,0,1,0,0,1,0,3,Orthodox,177.8,180.34,170,36,0.3333333333333333,0.3333333333333333,0.75,,,
King Green,,,2,0,1,6.38,0.53,0.3,1.31,0.42,8,14,77,0,0,2,8,3,4,0,17,Orthodox,177.8,180.34,155,39,0.4117647058823529,0.5882352941176471,0.5483870967741935,,,
Kiru Sahota,102.0,102.0,0,2,0,4.05,0.52,0.5,0.92,0.33,2,0,6,0,0,1,1,0,0,0,2,Orthodox,177.8,185.42,125,29,0.0,1.0,1.0,,,
Klaudia Sygula,-186.0,53.7634,0,1,0,7.27,0.48,0.0,0.41,0.12,1,1,5,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,135,27,0.0,1.0,0.5,,,
Kleydson Rodrigues,-400.0,25.0,0,1,0,4.58,0.57,0.6,0.6,0.22,1,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,135,26,0.0,1.0,1.0,,,
Klidson Abreu,-103.0,97.0874,1,0,0,,,,0.67,0.2,1,2,9,0,0,0,1,0,0,0,1,Orthodox,182.88,187.96,205,27,0.0,1.0,0.3333333333333333,2.02,0.39,0.0
Kody Steele,-350.0,28.5714,0,1,0,,,,0.62,0.14,1,0,2,0,0,0,0,1,0,0,1,Orthodox,175.26,180.34,155,29,1.0,0.0,1.0,4.44,0.32,0.0
Konstantin Erokhin,-140.0,71.4286,1,0,0,,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,230,32,0.0,0.0,0.0,17.0,0.47,0.0
Kris McCray,-115.0,86.9565,1,0,0,19.0,0.28,0.0,0.0,0.0,0,1,2,1,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,29,0.0,0.0,0.0,,,
Kris Moutinho,-160.0,62.5,1,0,0,4.86,0.32,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,170.18,172.72,135,29,0.0,0.0,0.0,,,
Kron Gracie,142.0,142.0,1,0,0,3.74,0.44,0.5,0.47,0.25,1,1,4,0,0,0,0,0,1,0,1,Southpaw,175.26,177.8,145,34,1.0,0.0,0.5,,,
Krzystof Jotko,-165.0,60.6061,0,1,0,,,,1.39,0.4,5,4,29,0,0,1,5,1,0,0,7,Southpaw,185.42,195.58,185,29,0.14285714285714285,0.8571428571428571,0.6363636363636364,2.84,0.44,0.1
Krzysztof Jotko,-125.0,80.0,0,2,0,2.98,0.42,0.1,1.33,0.39,5,5,44,0,0,3,7,1,0,0,11,Southpaw,185.42,195.58,185,33,0.09090909090909091,0.9090909090909091,0.6875,,,
Krzysztof Soszynski,-255.0,39.2157,0,2,0,35.5,0.386,0.75,0.375,0.15,3,2,18,0,0,0,2,1,2,1,6,Open Stance,185.42,195.58,205,34,0.5,0.3333333333333333,0.75,,,
Kurt Holobaugh,190.0,190.0,1,0,0,4.58,0.44,0.8,0.65,0.33,1,7,25,0,0,0,1,0,1,0,2,Orthodox,180.34,177.8,155,38,0.5,0.5,0.2222222222222222,,,
Kurt Pellegrino,125.0,125.0,1,0,0,23.3636,0.473,0.6364,2.0909,0.677,4,4,25,0,0,0,2,1,4,0,7,Orthodox,172.72,177.8,155,31,0.7142857142857143,0.2857142857142857,0.6363636363636364,,,
Kurtis Campbell,-230.0,43.4783,0,1,0,3.5,0.48,0.0,8.76,0.4,1,0,1,0,0,0,0,1,0,0,1,Switch,175.26,182.88,145,23,1.0,0.0,1.0,,,
Kwan Ho Kwak,-120.0,83.3333,1,0,0,53.0,0.41,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Switch,165.1,177.8,135,27,0.0,0.0,0.0,,,
Kyle Bochniak,-115.0,86.9565,2,0,0,2.63,0.31,0.0,1.14,0.15,1,4,18,0,0,1,1,0,0,0,2,Orthodox,170.18,177.8,145,32,0.0,1.0,0.3333333333333333,,,
Kyle Daukaus,-480.0,20.8333,0,1,0,3.32,0.53,2.1,2.08,0.25,1,4,18,0,0,0,2,1,1,0,4,Southpaw,187.96,193.04,185,32,0.5,0.5,0.5,,,
Kyle Kingsbury,205.0,205.0,3,0,0,35.25,0.464,0.0,2.25,0.203,4,4,19,0,0,1,2,1,0,0,4,Orthodox,193.04,193.04,205,32,0.25,0.75,0.5,,,
Kyle Nelson,-132.0,75.7576,1,0,1,3.6,0.45,0.5,1.18,0.23,3,5,23,0,0,0,2,2,0,0,4,Switch,180.34,180.34,155,34,0.5,0.5,0.4444444444444444,,,
Kyle Noke,-110.0,90.9091,2,0,0,31.0,0.55,0.3636,1.0,0.348,3,5,22,0,0,1,0,3,2,0,6,Southpaw,185.42,193.04,170,36,0.8333333333333334,0.16666666666666666,0.5454545454545454,,,
Kyle Prepolec,265.0,265.0,3,0,0,3.25,0.34,0.0,0.0,0.0,0,3,8,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,155,36,0.0,0.0,0.0,,,
Kyle Stewart,-165.0,60.6061,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,170,29,0.0,0.0,0.0,,,
Kyle Watson,160.0,160.0,0,1,0,,,,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,182.88,178.0,155,31,0.0,1.0,1.0,72.0,0.53,0.0
Kyler Phillips,,,1,0,0,5.04,0.42,0.4,2.31,0.45,4,2,24,0,0,0,4,2,1,0,7,Orthodox,172.72,182.88,135,30,0.42857142857142855,0.5714285714285714,0.7777777777777778,,,
Kyoji Horiguchi,-200.0,50.0,0,2,0,50.1429,0.476,0.0,1.5714,0.397,4,1,20,1,0,0,4,2,0,0,6,Orthodox,165.1,167.64,125,26,0.3333333333333333,0.6666666666666666,0.8571428571428571,,,
Kyung Ho Kang,150.0,150.0,1,0,0,3.13,0.47,0.8,1.97,0.5,3,4,33,0,0,3,1,0,4,0,8,Orthodox,175.26,185.42,135,36,0.5,0.5,0.6666666666666666,,,
Lance Benoist,-105.0,95.2381,2,0,0,,,,1.3333,0.25,1,2,9,0,0,0,1,0,0,0,1,Southpaw,180.34,185.42,170,25,0.0,1.0,0.3333333333333333,55.0,0.527,0.0
Lance Gibson Jr.,210.0,210.0,1,0,0,,,,1.67,0.66,0,1,3,0,0,0,0,0,0,0,0,Switch,175.26,182.88,155,31,0.0,0.0,0.0,2.4,0.45,0.0
Lando Vannata,108.0,108.0,1,0,2,4.52,0.45,0.3,1.09,0.37,1,6,29,0,0,1,1,1,1,0,4,Orthodox,175.26,180.34,155,31,0.5,0.5,0.4,,,
Landon Quinones,,,1,0,0,6.77,0.4,0.0,0.5,0.33,0,1,3,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,155,28,0.0,0.0,0.0,,,
Lara Procopio,-167.0,59.8802,0,1,0,,,,3.15,0.47,1,1,6,0,0,0,1,0,0,0,1,Orthodox,162.56,170.18,125,25,0.0,1.0,0.5,5.64,0.58,0.3
Larissa Pacheco,-125.0,80.0,1,0,0,6.0,0.46,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,20,0.0,0.0,0.0,,,
Laureano Staropoli,100.0,100.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,180.34,170,25,0.0,0.0,0.0,,,
Lauren Mueller,145.0,145.0,1,0,0,37.5,0.38,0.0,1.0,0.5,1,1,4,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,125,27,0.0,1.0,0.5,,,
Lauren Murphy,420.0,420.0,1,0,0,3.94,0.38,0.2,1.09,0.24,5,6,42,1,0,3,2,2,1,0,8,Orthodox,165.1,170.18,125,41,0.375,0.625,0.5714285714285714,,,
Lavar Johnson,-105.0,95.2381,1,0,0,,,,0.0,0.0,2,1,3,0,0,0,0,2,0,0,2,Orthodox,193.04,208.28,240,35,1.0,0.0,0.6666666666666666,36.0,0.603,0.0
Lawrence Lui,235.0,235.0,0,2,0,,,,5.3,0.4,2,0,5,0,0,0,1,1,0,0,2,Orthodox,170.18,182.88,135,29,0.5,0.5,1.0,3.72,0.39,0.0
Leah Letson,280.0,280.0,0,1,0,,,,0.51,0.5,1,0,3,0,0,1,0,0,0,0,1,Southpaw,170.18,180.34,145,29,0.0,1.0,1.0,3.06,0.41,0.0
Leandro Issa,420.0,420.0,0,1,0,30.5,0.31,2.0,2.0,0.225,1,1,5,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,135,31,1.0,0.0,0.5,,,
Leandro Silva,-190.0,52.6316,1,0,0,26.25,0.56,0.75,1.75,0.5,1,3,9,0,0,0,0,0,1,0,1,Orthodox,175.26,182.88,155,29,1.0,0.0,0.25,,,
Leo Kuntz,-330.0,30.303,1,0,0,,,,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,155,32,0.0,0.0,0.0,7.0,0.28,0.0
Leon Edwards,130.0,130.0,2,0,0,2.6,0.54,0.4,1.25,0.37,12,4,69,4,1,1,8,3,1,0,14,Southpaw,187.96,187.96,170,34,0.2857142857142857,0.7142857142857143,0.7777777777777778,,,
Leonard Garcia,-205.0,48.7805,4,0,0,39.875,0.299,0.375,0.5,0.145,1,6,21,0,0,1,0,0,1,0,2,Orthodox,177.8,175.26,145,33,0.5,0.5,0.25,,,
Leonardo Augusto Leleco,240.0,240.0,1,0,0,,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,185,34,0.0,0.0,0.0,64.0,0.59,0.0
Leonardo Mafra,-170.0,58.8235,2,0,0,22.0,0.475,0.5,0.0,0.0,0,2,5,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,25,0.0,0.0,0.0,,,
Leonardo Morales,-170.0,58.8235,1,0,0,,,,0.0,0.0,0,1,3,1,0,0,0,0,0,0,0,Southpaw,172.72,172.72,135,22,0.0,0.0,0.0,33.0,0.45,0.0
Leonardo Santos,230.0,230.0,2,0,1,2.82,0.46,0.2,0.88,0.25,6,2,23,1,0,1,2,2,2,0,7,Orthodox,182.88,190.5,155,42,0.5714285714285714,0.42857142857142855,0.7777777777777778,,,
Lerone Murphy,132.0,132.0,0,8,1,4.34,0.51,0.5,1.2,0.54,8,0,28,0,0,1,5,2,0,0,8,Orthodox,175.26,185.42,145,34,0.25,0.75,1.0,,,
Lerryan Douglas,-320.0,31.25,0,1,0,,,,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,175.26,182.88,145,30,1.0,0.0,1.0,8.67,0.64,0.0
Leslie Smith,-225.0,44.4444,0,1,0,62.6667,0.365,0.0,0.0,0.0,1,3,13,0,0,0,2,1,0,0,3,Orthodox,175.26,167.64,135,34,0.3333333333333333,0.6666666666666666,0.5,,,
Levan Makashvili,125.0,125.0,0,1,0,,,,7.0,0.53,1,0,3,0,0,1,0,0,0,0,1,Orthodox,172.72,172.72,145,26,0.0,1.0,1.0,27.0,0.47,0.0
Lewis Gonzalez,165.0,165.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,170,27,0.0,0.0,0.0,,,
Li Jingliang,320.0,320.0,1,0,0,4.46,0.42,0.0,1.19,0.41,4,6,39,0,0,1,2,8,0,0,11,Orthodox,182.88,180.34,170,36,0.7272727272727273,0.2727272727272727,0.6470588235294118,,,
Liana Jojua,295.0,295.0,0,1,0,1.39,0.43,3.0,1.98,0.66,1,1,4,0,0,0,0,0,1,0,1,Orthodox,162.56,157.48,125,25,1.0,0.0,0.5,,,
Liang Na,400.0,400.0,2,0,0,1.99,0.42,0.5,3.6,0.58,0,2,3,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,125,27,0.0,0.0,0.0,,,
Liliya Shakirova,170.0,170.0,0,0,0,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,125,29,0.0,0.0,0.0,0.0,0.0,0.0
Lina Lansberg,390.0,390.0,3,0,0,2.69,0.55,0.1,0.52,0.27,2,6,28,0,0,0,4,0,0,0,4,Orthodox,170.18,165.1,135,40,0.0,1.0,0.4,,,
Lisa Ellis,180.0,180.0,1,0,0,,,,2.0,0.66,0,1,2,0,0,0,0,0,0,0,0,Orthodox,162.56,157.48,115,32,0.0,0.0,0.0,4.0,0.8,1.0
Liu Pingyuan,-220.0,45.4545,0,2,0,2.36,0.33,1.0,0.25,0.2,2,0,6,0,0,1,1,0,0,0,2,Orthodox,167.64,182.88,135,26,0.0,1.0,1.0,,,
Liudvik Sholinian,225.0,225.0,1,0,0,2.5,0.3,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,135,32,0.0,0.0,0.0,,,
Livinha Souza,-135.0,74.0741,1,0,0,1.75,0.45,1.4,2.54,0.45,2,2,11,0,0,1,1,0,1,0,3,Orthodox,160.02,160.02,115,30,0.3333333333333333,0.6666666666666666,0.6,,,
Liz Carmouche,-155.0,64.5161,0,1,0,35.25,0.579,0.25,2.75,0.66,2,4,21,1,0,1,2,1,0,0,4,Orthodox,167.64,167.64,125,35,0.25,0.75,0.5,,,
Loik Radzhabov,,,0,1,0,2.89,0.44,0.0,4.65,0.57,1,1,8,0,0,0,1,1,0,0,2,Orthodox,180.34,175.26,155,33,0.5,0.5,0.6666666666666666,,,
Loma Lookboonmee,190.0,190.0,0,4,0,3.67,0.55,0.1,1.81,0.5,4,2,26,0,0,1,5,0,1,0,7,Orthodox,154.94,154.94,115,29,0.14285714285714285,0.8571428571428571,0.7777777777777778,,,
Lone'er Kavanagh,-255.0,39.2157,0,2,0,4.13,0.48,0.2,1.12,0.45,2,0,4,0,0,0,1,1,0,0,2,Orthodox,167.64,170.18,125,25,0.5,0.5,1.0,,,
Loopy Godinez,-235.0,42.5532,2,0,0,4.51,0.49,0.9,2.96,0.41,4,5,33,0,0,2,3,0,2,0,7,Orthodox,157.48,154.94,115,31,0.2857142857142857,0.7142857142857143,0.5833333333333334,,,
Lorenz Larkin,210.0,210.0,0,2,0,35.1429,0.467,0.0,0.0,0.0,2,4,16,0,0,0,1,2,0,0,3,Orthodox,180.34,182.88,170,29,0.6666666666666666,0.3333333333333333,0.42857142857142855,,,
Losene Keita,-245.0,40.8163,0,0,0,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,145,28,0.0,0.0,0.0,3.47,0.43,0.0
Louie Sutherland,210.0,210.0,1,0,0,3.75,0.52,0.0,4.69,0.33,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,264,32,0.0,0.0,0.0,,,
Louis Cosce,-455.0,21.978,0,1,0,13.33,0.51,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,175.26,180.34,170,25,1.0,0.0,1.0,,,
Louis Gaudinot,210.0,210.0,0,1,0,35.5,0.345,0.5,1.0,0.5,1,1,5,0,0,0,0,0,1,0,1,Orthodox,160.02,160.02,125,29,1.0,0.0,0.5,,,
Louis Smolka,-165.0,60.6061,0,1,0,4.67,0.47,1.8,1.69,0.35,4,7,33,0,0,0,2,4,2,0,8,Orthodox,175.26,172.72,135,30,0.75,0.25,0.5333333333333333,,,
Luan Chagas,-260.0,38.4615,2,0,0,43.5,0.4,0.0,0.5,0.125,0,2,6,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,23,0.0,0.0,0.0,,,
Luan Lacerda,164.0,164.0,0,1,0,4.06,0.42,0.6,2.82,0.39,1,2,7,0,0,0,0,0,1,0,1,Orthodox,170.18,180.34,135,33,1.0,0.0,0.3333333333333333,,,
Luana Carolina,,,0,2,0,4.81,0.5,0.6,0.34,0.37,2,3,25,0,0,1,4,1,0,0,6,Orthodox,167.64,175.26,125,31,0.16666666666666666,0.8333333333333334,0.6666666666666666,,,
Luana Pinheiro,360.0,360.0,2,0,0,3.42,0.4,0.2,1.8,0.33,4,2,13,0,0,1,1,1,0,0,4,Orthodox,157.48,157.48,115,31,0.25,0.5,0.6666666666666666,,,
Luana Santos,-148.0,67.5676,1,0,0,2.99,0.52,1.2,2.17,0.47,3,1,8,0,0,0,1,1,1,0,3,Orthodox,167.64,170.18,135,25,0.6666666666666666,0.3333333333333333,0.75,,,
Lucas Alexander,-126.0,79.3651,1,0,0,,,,0.0,0.0,1,2,5,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,145,29,0.0,1.0,0.3333333333333333,4.69,0.57,0.0
Lucas Almeida,215.0,215.0,1,0,0,4.94,0.39,0.0,0.0,0.0,1,4,15,0,0,0,1,1,0,0,2,Orthodox,180.34,180.34,145,34,0.5,0.5,0.3333333333333333,,,
Lucas Martins,345.0,345.0,1,0,0,28.0,0.382,0.4,0.0,0.0,3,2,11,0,0,0,0,2,1,0,3,Southpaw,182.88,182.88,145,26,1.0,0.0,0.6,,,
Lucas Rocha,102.0,102.0,1,0,0,5.09,0.49,0.0,1.64,0.75,1,1,4,0,0,0,0,1,0,0,1,Orthodox,160.02,162.56,125,25,1.0,0.0,0.5,,,
Luci Pudilova,-170.0,58.8235,3,0,0,,,,0.18,0.12,2,4,17,0,0,0,2,0,0,0,2,Orthodox,172.72,170.18,125,25,0.0,1.0,0.3333333333333333,,0.38,0.7
Lucie Pudilova,160.0,160.0,1,0,0,3.6,0.37,0.6,0.7,0.31,2,6,25,0,0,0,2,1,0,0,3,Orthodox,172.72,170.18,125,29,0.3333333333333333,0.6666666666666666,0.3333333333333333,,,
Lucio Linhares,475.0,475.0,1,0,0,,,,2.0,1.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,187.96,189.2,185,36,0.0,0.0,0.0,8.0,0.29,2.0
Ludovit Klein,-126.0,79.3651,1,0,1,3.76,0.53,0.0,1.37,0.51,4,3,29,0,0,1,4,2,0,0,7,Southpaw,170.18,182.88,155,30,0.2857142857142857,0.7142857142857143,0.7,,,
Luigi Vendramini,-109.0,91.7431,1,0,0,0.63,0.23,2.4,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,170,24,0.0,0.0,0.0,,,
Luis Gurule,310.0,310.0,2,0,0,,,,0.58,0.14,1,2,8,0,0,1,0,0,0,0,1,Orthodox,165.1,162.56,125,32,0.0,1.0,0.3333333333333333,4.47,0.4,0.0
Luis Henrique,-105.0,95.2381,2,0,0,20.4,0.478,0.8,2.2,0.314,2,3,13,0,0,0,0,0,2,0,2,Orthodox,187.96,187.96,243,25,1.0,0.0,0.4,,,
Luis Pajuelo,150.0,150.0,0,1,0,,,,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,177.8,175.26,145,29,1.0,0.0,1.0,6.03,0.57,0.0
Luis Pena,-155.0,64.5161,1,0,0,3.66,0.46,1.2,1.17,0.33,2,3,19,0,0,0,2,1,1,0,4,Southpaw,190.5,190.5,155,27,0.5,0.5,0.5714285714285714,,,
Luis Ramos,145.0,145.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,172.72,183.0,170,31,0.0,0.0,0.0,4.0,0.57,0.0
Luis Saldana,130.0,130.0,1,0,0,5.16,0.5,0.2,0.64,0.17,2,1,9,0,0,0,1,1,0,0,2,Orthodox,180.34,185.42,145,31,0.5,0.5,0.6666666666666666,,,
Luiz Cane,-145.0,68.9655,1,0,0,25.375,0.391,0.0,0.125,0.125,3,4,11,0,0,0,1,3,0,0,4,Southpaw,187.96,195.58,185,31,0.75,0.25,0.5,,,
Luiz Dutra,135.0,135.0,1,0,0,10.0,0.55,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,33,0.0,0.0,0.0,,,
Luiz Garagorri,-145.0,68.9655,0,0,0,3.75,0.54,0.0,0.79,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,30,0.0,0.0,0.0,,,
Lukasz Brzeski,,,2,0,0,,,,0.41,0.33,1,5,15,0,0,0,1,0,1,0,2,Orthodox,190.5,198.12,236,33,0.5,0.5,0.2857142857142857,4.9,0.5,0.4
Lukasz Sajewski,245.0,245.0,2,0,0,20.0,0.38,0.0,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,155,25,0.0,0.0,0.0,,,
Luke Barnatt,-420.0,23.8095,1,0,0,60.25,0.363,0.5,0.5,0.375,3,1,9,0,0,0,1,1,1,0,3,Orthodox,198.12,195.58,185,26,0.6666666666666666,0.3333333333333333,0.75,,,
Luke Fernandez,-220.0,45.4545,0,1,0,8.14,0.58,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,185.42,193.04,205,30,1.0,0.0,1.0,,,
Luke Jumeau,120.0,120.0,0,1,0,2.93,0.43,0.0,0.25,1.0,1,1,9,0,0,0,2,0,0,0,2,Orthodox,180.34,182.88,170,31,0.0,1.0,0.6666666666666666,,,
Luke Riley,-225.0,44.4444,0,1,0,5.56,0.57,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,175.26,175.26,145,26,1.0,0.0,1.0,,,
Luke Rockhold,-500.0,20.0,1,0,0,29.7143,0.59,0.8571,0.4286,0.214,5,2,12,2,0,0,0,2,3,0,5,Southpaw,190.5,195.58,185,32,1.0,0.0,0.7142857142857143,,,
Luke Sanders,-127.0,78.7402,1,0,0,6.61,0.52,0.2,0.71,0.3,2,4,14,0,0,0,1,2,1,0,4,Southpaw,167.64,170.18,135,35,0.75,0.25,0.5,,,
Luke Zachrich,-290.0,34.4828,0,1,0,34.5,0.28,0.0,0.5,0.5,1,1,4,0,0,0,1,0,0,0,1,Orthodox,187.96,187.96,185,32,0.0,1.0,0.5,,,
Lyman Good,-115.0,86.9565,1,0,0,,0.49,0.0,0.38,1.0,1,2,7,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,170,34,1.0,0.0,0.5,,,
Lyoto Machida,205.0,205.0,3,0,0,29.2273,0.523,0.3636,0.6364,0.28,8,8,56,5,0,1,6,6,1,0,14,Southpaw,185.42,187.96,185,39,0.5,0.5,0.6363636363636364,,,
Mac Danzig,145.0,145.0,1,0,0,37.9091,0.498,0.5455,1.0909,0.387,2,6,26,1,0,0,2,1,2,0,5,Orthodox,172.72,177.8,155,33,0.6,0.4,0.45454545454545453,,,
Maciej Jewtuszko,-155.0,64.5161,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,188.0,155,30,0.0,0.0,0.0,,,
Mackens Semerzier,-145.0,68.9655,1,0,0,29.5,0.72,0.5,2.0,0.4,1,1,4,0,0,0,0,0,1,0,1,Orthodox,175.26,182.88,145,31,1.0,0.0,0.5,,,
Mackenzie Dern,162.0,162.0,0,1,0,3.47,0.41,1.1,0.93,0.18,4,5,39,1,0,2,3,0,4,0,9,Orthodox,162.56,160.02,115,31,0.4444444444444444,0.5555555555555556,0.6428571428571429,,,
Macy Chiasson,-205.0,48.7805,1,0,0,3.21,0.46,0.4,1.87,0.35,3,4,28,1,0,1,2,3,2,0,8,Orthodox,180.34,182.88,135,34,0.625,0.375,0.6666666666666666,,,
Mads Burnell,165.0,165.0,1,0,0,10.0,0.33,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,23,0.0,0.0,0.0,,,
Magnus Cedenblad,-250.0,40.0,0,4,0,15.2,0.552,0.6,1.2,0.22,4,1,10,0,0,0,1,1,2,0,4,Orthodox,195.58,200.66,185,34,0.75,0.25,0.8,,,
Magomed Ankalaev,-250.0,40.0,0,12,1,3.65,0.52,0.0,0.79,0.22,9,1,41,2,0,0,6,6,0,0,12,Orthodox,190.5,190.5,205,33,0.5,0.5,0.9230769230769231,,,
Magomed Bibulatov,-290.0,34.4828,1,0,0,28.0,0.47,0.0,1.0,0.14,1,1,4,0,0,0,1,0,0,0,1,Orthodox,165.1,165.1,125,30,0.0,1.0,0.5,,,
Magomed Gadzhiyasulov,-275.0,36.3636,0,2,0,2.89,0.49,0.0,3.67,0.73,2,0,6,0,1,0,1,0,0,0,2,Orthodox,187.96,190.5,205,31,0.0,1.0,1.0,,,
Magomed Mustafaev,120.0,120.0,1,0,0,18.6667,0.557,0.3333,0.0,0.0,2,1,5,0,0,0,0,1,0,1,2,Orthodox,172.72,180.34,155,30,0.5,0.0,0.6666666666666666,,,
Maheshate,118.0,118.0,1,0,0,3.96,0.31,0.0,0.0,0.0,2,3,15,0,0,1,1,1,0,0,3,Orthodox,182.88,180.34,155,25,0.3333333333333333,0.6666666666666666,0.5,,,
Maia Stevenson,350.0,350.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,157.48,115,35,0.0,0.0,0.0,,,
Maiquel Falcao,230.0,230.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,175.0,185,29,0.0,0.0,0.0,,,
Mairbek Taisumov,-245.0,40.8163,0,6,0,2.98,0.39,0.0,1.34,0.63,6,1,13,0,0,0,2,5,0,0,7,Orthodox,175.26,185.42,155,31,0.7142857142857143,0.2857142857142857,0.875,,,
Mairon Santos,-250.0,40.0,0,1,0,3.33,0.48,0.0,0.0,0.0,1,0,2,1,0,0,0,1,0,0,1,Orthodox,170.18,182.88,145,24,1.0,0.0,1.0,,,
Makhmud Muradov,-325.0,30.7692,2,0,0,4.21,0.43,0.2,3.03,0.66,3,2,14,0,0,0,1,2,0,0,3,Orthodox,187.96,190.5,185,33,0.6666666666666666,0.3333333333333333,0.6,,,
Maki Pitolo,155.0,155.0,3,0,0,4.1,0.44,0.8,2.24,0.52,1,4,13,0,0,0,0,2,0,0,2,Orthodox,177.8,190.5,185,31,1.0,0.0,0.3333333333333333,,,
Makwan Amirkhani,130.0,130.0,0,1,0,1.33,0.44,1.1,3.96,0.43,3,5,26,0,0,1,1,1,4,0,7,Southpaw,177.8,182.88,145,33,0.7142857142857143,0.2857142857142857,0.5833333333333334,,,
Malcolm Gordon,,,2,0,0,2.5,0.45,1.0,1.72,0.35,2,4,10,0,0,0,1,1,0,0,2,Switch,170.18,180.34,125,33,0.5,0.5,0.3333333333333333,,,
Malcolm Wellmaker,-420.0,23.8095,0,3,0,5.8,0.56,0.0,0.0,0.0,3,0,3,0,0,0,0,3,0,0,3,Switch,177.8,180.34,135,31,1.0,0.0,1.0,,,
Mallory Martin,-315.0,31.746,1,0,0,4.56,0.59,0.0,3.53,0.62,0,1,2,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,115,26,0.0,0.0,0.0,,,
