fighter,odds,ev,current_lose_streak,current_win_streak,draw,avg_SIG_STlanded,avg_SIG_STpct,avg_SUB_ATT,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,finish_rate,decision_rate,win_rate,avg_SIG_STR_landed,avg_SIG_STR_pct,avg_SUATT
TJ Laramie,450.0,450.0,1,0,0,,,,1.44,0.33,1,1,2,0,0,0,0,1,0,0,1,Orthodox,167.64,167.64,145,24,1.0,0.0,0.5,1.49,0.5,0.0
TJ O'Brien,390.0,390.0,1,0,0,,,,1.0,1.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,187.96,196.0,155,24,0.0,0.0,0.0,32.0,0.46,0.0
TJ Waldburger,175.0,175.0,0,1,0,13.0,0.62,3.0,2.0,0.633,2,2,11,0,0,0,1,0,3,0,4,Orthodox,180.34,190.5,170,25,0.75,0.25,0.6666666666666666,,,
Tabatha Ricci,-152.0,65.7895,1,0,0,4.63,0.38,0.1,2.99,0.38,4,2,16,0,0,0,3,0,1,0,4,Orthodox,154.94,154.94,115,29,0.25,0.75,0.6666666666666666,,,
Tae Hyun Bang,270.0,270.0,1,0,0,24.0,0.35,0.0,0.3333,0.333,1,2,7,0,0,0,0,1,0,0,1,Switch,175.26,180.34,155,32,1.0,0.0,0.3333333333333333,,,
Tafon Nchukwi,170.0,170.0,0,1,0,5.57,0.52,0.0,0.76,0.57,2,1,11,0,0,0,2,1,0,0,3,Orthodox,182.88,195.58,185,27,0.3333333333333333,0.6666666666666666,0.75,,,
Tagir Ulanbekov,-235.0,42.5532,0,4,0,3.01,0.48,1.5,2.73,0.39,4,1,18,0,0,1,3,0,2,0,6,Southpaw,170.18,177.8,125,34,0.3333333333333333,0.6666666666666666,0.8571428571428571,,,
Tai Tuivasa,245.0,245.0,5,0,0,3.66,0.48,0.0,0.0,0.0,5,8,29,0,0,0,1,7,0,0,8,Southpaw,187.96,190.5,264,32,0.875,0.125,0.5,,,
Taila Santos,140.0,140.0,1,0,0,,,,2.0,0.76,4,2,21,1,0,0,4,0,1,0,5,Orthodox,167.64,172.72,125,30,0.2,0.8,0.7142857142857143,3.39,0.48,1.1
Tainara Lisboa,,,0,1,0,2.05,0.5,0.5,2.05,0.4,1,0,3,0,0,0,0,0,1,0,1,Orthodox,170.18,170.18,135,32,1.0,0.0,1.0,,,
Taiyilake Nueraji,-510.0,19.6078,0,1,0,9.82,0.53,0.0,1.47,0.33,1,0,2,0,0,0,0,1,0,0,1,Southpaw,187.96,190.5,170,24,1.0,0.0,1.0,,,
Takanori Gomi,290.0,290.0,4,0,0,30.4167,0.283,0.0,0.0833,0.042,2,8,22,0,0,1,1,2,0,0,4,Southpaw,170.18,177.8,155,39,0.5,0.5,0.3333333333333333,,,
Takashi Sato,120.0,120.0,3,0,0,2.21,0.41,0.0,0.76,0.37,1,4,12,0,0,0,0,2,0,0,2,Southpaw,177.8,185.42,170,32,1.0,0.0,0.3333333333333333,,,
Takenori Sato,540.0,540.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,170,29,0.0,0.0,0.0,0.0,0.0,0.0
Takeya Mizugaki,-240.0,41.6667,2,0,0,47.8182,0.37,0.0909,1.4545,0.388,5,4,30,0,0,3,3,1,0,0,7,Orthodox,170.18,172.72,135,31,0.14285714285714285,0.8571428571428571,0.6363636363636364,,,
Talita Alencar,-225.0,44.4444,0,1,1,2.91,0.37,0.6,3.02,0.26,1,1,12,0,0,1,1,0,0,0,2,Orthodox,154.94,147.32,115,35,0.0,1.0,0.6666666666666666,,,
Talita Bernardo,-280.0,35.7143,0,1,0,42.6667,0.45,0.6667,2.0,0.28,1,2,9,0,0,0,1,0,0,0,1,Orthodox,162.56,172.72,135,32,0.0,1.0,0.3333333333333333,,,
Tallison Teixeira,-300.0,33.3333,1,0,0,,,,2.48,0.3,2,1,3,0,0,0,0,2,0,0,2,Orthodox,200.66,210.82,258,26,1.0,0.0,0.6666666666666666,5.02,0.64,0.0
Tamdan McCrory,-170.0,58.8235,0,1,0,20.2857,0.524,1.5714,1.5714,0.4,1,3,15,0,0,0,1,1,2,0,4,Switch,193.04,198.12,185,29,0.75,0.25,0.5714285714285714,,,
Tamires Vidal,,,1,0,0,2.91,0.53,0.7,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,167.64,172.72,135,25,1.0,0.0,0.5,,,
Tanner Boser,-130.0,76.9231,2,0,0,4.7,0.52,0.0,0.0,0.0,2,5,21,0,0,0,1,3,0,0,4,Orthodox,187.96,190.5,205,32,0.75,0.25,0.4444444444444444,,,
Tarec Saffiedine,170.0,170.0,2,0,0,60.0,0.448,0.2,0.6,0.132,1,3,17,0,0,0,2,0,0,0,2,Switch,177.8,177.8,170,30,0.0,1.0,0.4,,,
Tateki Matsuda,210.0,210.0,1,0,0,41.0,0.36,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,125,28,0.0,0.0,0.0,,,
Tatiana Suarez,-430.0,23.2558,1,0,0,2.95,0.6,0.6,4.41,0.43,7,1,20,2,0,0,2,1,4,0,7,Southpaw,165.1,167.64,115,34,0.7142857142857143,0.2857142857142857,0.875,,,
Tatsuro Taira,-275.0,36.3636,1,0,0,2.94,0.6,1.6,3.12,0.46,6,1,18,0,0,0,2,2,2,0,6,Orthodox,170.18,177.8,125,25,0.6666666666666666,0.3333333333333333,0.8571428571428571,,,
Tatsuya Kawajiri,-275.0,36.3636,0,1,0,24.3333,0.603,0.6667,2.6667,0.243,1,1,8,0,0,0,1,0,1,0,2,Orthodox,170.18,175.26,145,37,0.5,0.5,0.6666666666666666,,,
Taylor Lapilus,-360.0,27.7778,0,1,0,4.59,0.48,0.3,0.27,0.33,2,2,20,0,0,0,4,1,0,0,5,Southpaw,167.64,185.42,135,32,0.2,0.8,0.7142857142857143,,,
Te Edwards,-450.0,22.2222,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,155,28,0.0,0.0,0.0,,,
Tecia Pennington,160.0,160.0,0,2,0,4.73,0.48,0.1,0.56,0.14,3,7,51,0,0,0,9,1,1,0,11,Orthodox,154.94,152.4,115,36,0.18181818181818182,0.8181818181818182,0.6111111111111112,,,
Tecia Torres,-160.0,62.5,0,2,0,4.71,0.48,0.1,0.71,0.15,3,5,36,0,0,0,6,1,1,0,8,Orthodox,154.94,152.4,115,31,0.25,0.75,0.6153846153846154,,,
Teemu Packalen,100.0,100.0,1,0,0,35.0,0.57,1.0,3.0,0.27,0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,182.88,155,28,0.0,0.0,0.0,,,
Tereza Bleda,-235.0,42.5532,1,0,0,3.02,0.53,0.7,1.81,0.27,1,1,6,0,0,0,1,0,0,0,1,Orthodox,175.26,180.34,125,21,0.0,1.0,0.5,,,
Terrance McKinney,-150.0,66.6667,1,0,0,6.53,0.55,2.1,3.31,0.4,2,6,16,0,0,0,0,4,3,0,7,Switch,177.8,185.42,155,31,1.0,0.0,0.5384615384615384,,,
Terrence Mitchell,500.0,500.0,1,0,0,,,,3.69,0.5,0,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,135,33,0.0,0.0,0.0,2.21,0.34,0.0
Terrion Ware,425.0,425.0,3,0,0,,,,0.6667,0.11,0,3,9,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,32,0.0,0.0,0.0,77.6667,0.333,0.0
Terry Etim,-355.0,28.169,1,0,0,21.6,0.448,1.0,0.3,0.133,4,4,22,0,0,0,1,1,4,0,6,Orthodox,185.42,185.42,155,27,0.8333333333333334,0.16666666666666666,0.6,,,
Teruto Ishihara,290.0,290.0,2,0,0,34.75,0.468,0.0,0.375,0.073,2,5,19,0,0,0,1,2,0,0,3,Southpaw,170.18,175.26,135,27,0.6666666666666666,0.3333333333333333,0.375,,,
Thales Leites,-160.0,62.5,2,0,0,25.4,0.417,1.0,1.75,0.274,5,8,54,1,0,1,4,2,5,0,12,Orthodox,185.42,198.12,185,37,0.5833333333333334,0.4166666666666667,0.6,,,
Themba Gorimbo,-290.0,34.4828,0,3,0,3.11,0.61,0.6,4.89,0.65,3,1,9,0,0,0,2,1,0,0,3,Orthodox,185.42,195.58,170,33,0.3333333333333333,0.6666666666666666,0.75,,,
Thiago Alves,225.0,225.0,1,0,0,,0.417,0.31,0.71,,7,11,64,1,0,1,3,7,1,0,12,Orthodox,175.26,177.8,170,36,0.6666666666666666,0.3333333333333333,0.5217391304347826,,,
Thiago Moises,-166.0,60.241,1,0,0,2.48,0.42,1.1,1.31,0.35,3,6,34,0,0,0,3,2,3,0,8,Orthodox,175.26,177.8,155,29,0.625,0.375,0.5714285714285714,,,
Thiago Perpetuo,-135.0,74.0741,1,0,0,43.0,0.68,0.0,1.0,0.625,1,1,4,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,170,26,1.0,0.0,0.5,,,
Thiago Santos,265.0,265.0,1,0,0,3.72,0.48,0.1,0.88,0.33,4,9,53,1,0,0,3,11,0,0,14,Orthodox,187.96,193.04,205,38,0.7857142857142857,0.21428571428571427,0.6086956521739131,,,
Thiago Silva,-380.0,26.3158,0,1,0,28.7273,0.552,0.3636,0.5455,0.318,4,5,20,0,0,0,0,6,0,0,6,Orthodox,187.96,187.96,205,30,1.0,0.0,0.5454545454545454,,,
Thiago Tavares,-145.0,68.9655,0,2,0,19.0667,0.441,1.0,2.2667,0.491,2,6,33,0,0,0,4,1,4,0,9,Orthodox,170.18,172.72,145,30,0.5555555555555556,0.4444444444444444,0.6,,,
Thibault Gouti,600.0,600.0,1,0,0,20.4,0.312,0.2,0.8,0.16,1,4,9,0,0,0,0,1,0,0,1,Orthodox,177.8,182.88,155,31,1.0,0.0,0.2,,,
Thomas Almeida,-139.0,71.9424,2,0,0,5.66,0.45,0.0,0.0,0.0,4,3,15,0,0,0,1,4,0,0,5,Southpaw,170.18,177.8,145,29,0.8,0.2,0.625,,,
Thomas Gifford,245.0,245.0,1,0,0,,,,0.5,0.33,0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,155,27,0.0,0.0,0.0,3.97,0.37,0.0
Thomas Petersen,-330.0,30.303,1,0,0,3.38,0.58,0.5,3.71,0.5,1,2,9,0,0,0,1,0,1,0,2,Southpaw,185.42,187.96,250,30,0.5,0.5,0.5,,,
Tiago Trator,165.0,165.0,0,1,0,40.3333,0.46,0.3333,0.3333,0.083,1,1,7,0,0,1,1,0,0,0,2,Orthodox,175.26,177.8,145,29,0.0,1.0,0.6666666666666666,,,
Tiequan Zhang,285.0,285.0,2,0,0,4.0,0.26,1.6667,0.0,0.0,1,2,6,0,0,0,0,0,1,0,1,Orthodox,172.72,177.8,155,34,1.0,0.0,0.3333333333333333,,,
Tim Boetsch,135.0,135.0,1,0,0,25.8261,0.512,0.4783,0.913,0.171,4,11,48,0,0,2,3,7,0,0,12,Orthodox,182.88,187.96,185,38,0.5833333333333334,0.4166666666666667,0.5217391304347826,,,
Tim Credeur,110.0,110.0,1,0,0,,,,0.25,0.25,3,1,8,0,0,0,0,2,1,0,3,Orthodox,190.5,190.5,185,33,1.0,0.0,0.75,30.0,0.283,2.0
Tim Elliott,265.0,265.0,0,1,0,3.37,0.44,1.1,3.71,0.47,2,11,52,1,0,0,7,0,2,0,9,Southpaw,170.18,167.64,125,38,0.2222222222222222,0.7777777777777778,0.45,,,
Tim Gorman,328.0,328.0,1,0,0,,,,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,165.1,172.72,135,31,0.0,0.0,0.0,15.0,0.21,0.0
Tim Hague,230.0,230.0,3,0,0,,,,1.0,0.57,1,3,8,0,0,0,0,0,1,0,1,Orthodox,193.04,193.04,260,27,1.0,0.0,0.25,23.5,0.245,0.5
Tim Johnson,150.0,150.0,1,0,0,34.5,0.432,0.0,1.0,0.262,1,3,14,0,0,1,1,1,0,0,3,Southpaw,190.5,195.58,265,32,0.3333333333333333,0.6666666666666666,0.5,,,
Tim Kennedy,-125.0,80.0,1,0,0,37.0,0.453,0.25,1.75,0.238,3,1,12,0,0,0,2,1,0,0,3,Orthodox,180.34,187.96,185,37,0.3333333333333333,0.6666666666666666,0.75,,,
Tim Means,210.0,210.0,0,1,0,5.04,0.49,0.2,1.14,0.4,4,12,64,0,0,1,6,6,2,0,15,Orthodox,187.96,190.5,170,40,0.5333333333333333,0.4666666666666667,0.5555555555555556,,,
Tim Williams,775.0,775.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,185,32,0.0,0.0,0.0,8.0,0.44,0.0
Timmy Cuamba,-108.0,92.5926,0,1,0,2.77,0.44,0.0,1.31,0.31,1,2,11,0,0,0,1,1,0,0,2,Orthodox,175.26,180.34,135,26,0.5,0.5,0.5,,,
Timur Valiev,-560.0,17.8571,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,145,30,0.0,0.0,0.0,,,
Tina Lahdemaki,475.0,475.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,157.48,157.48,115,26,0.0,0.0,0.0,,,
Tito Ortiz,245.0,245.0,1,0,0,25.96,0.518,0.32,2.2,0.544,6,10,61,10,0,2,3,7,2,1,15,Orthodox,190.5,187.96,205,36,0.6,0.3333333333333333,0.6,,,
Todd Brown,290.0,290.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,188.0,205,33,0.0,0.0,0.0,,,
Todd Duffee,-315.0,31.746,0,1,0,25.0,0.573,0.0,0.0,0.0,1,1,5,0,0,0,0,2,0,0,2,Orthodox,190.5,200.66,260,28,1.0,0.0,0.6666666666666666,,,
Tofiq Musayev,156.0,156.0,0,0,0,1.84,0.46,0.0,2.3,0.6,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,155,35,0.0,0.0,0.0,,,
Tom Aspinall,-425.0,23.5294,0,2,0,8.07,0.67,1.6,3.27,1.0,5,1,9,1,0,0,0,5,2,0,7,Orthodox,195.58,198.12,256,31,1.0,0.0,0.875,,,
Tom Blackledge,-190.0,52.6316,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,196.0,205,32,0.0,0.0,0.0,,,
Tom Breese,-275.0,36.3636,1,0,0,3.55,0.5,0.3,0.0,0.0,3,2,10,0,0,0,1,3,0,0,4,Southpaw,190.5,185.42,185,29,0.75,0.25,0.6666666666666666,,,
Tom DeBlass,240.0,240.0,1,0,0,,,,2.0,0.5,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,30,0.0,0.0,0.0,1.0,0.16,1.0
Tom Duquesnoy,-430.0,23.2558,1,0,0,34.5,0.53,0.0,0.5,0.5,1,1,5,0,0,0,0,1,0,0,1,Orthodox,170.18,172.72,135,24,1.0,0.0,0.5,,,
Tom Gallicchio,425.0,425.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,170,30,0.0,0.0,0.0,,,
Tom Lawlor,300.0,300.0,0,1,0,31.4,0.426,1.2,2.6,0.27,2,2,12,0,0,0,2,0,1,0,3,Southpaw,182.88,187.96,205,28,0.3333333333333333,0.6666666666666666,0.6,,,
Tom Niinimaki,120.0,120.0,2,0,0,8.3333,0.5,0.3333,2.0,0.313,1,2,5,0,0,1,0,0,0,0,1,Orthodox,175.26,175.26,145,32,0.0,1.0,0.3333333333333333,,,
Tom Nolan,-158.0,63.2911,0,3,0,5.87,0.45,1.9,0.74,0.22,3,1,9,0,0,0,2,2,0,0,4,Southpaw,190.5,185.42,155,25,0.5,0.5,0.8,,,
Tom Watson,-125.0,80.0,2,0,0,51.0,0.468,0.0,0.0,0.0,1,3,11,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,185,32,1.0,0.0,0.25,,,
Tomasz Drwal,-155.0,64.5161,1,0,0,23.0,0.364,0.2,1.8,0.544,3,2,7,0,0,0,0,2,1,0,3,Orthodox,185.42,193.04,205,28,1.0,0.0,0.6,,,
Tommy Hayden,285.0,285.0,1,0,0,,,,2.0,0.66,0,1,1,0,0,0,0,0,0,0,0,Southpaw,175.26,182.88,145,26,0.0,0.0,0.0,7.0,0.33,0.0
Tony Ferguson,360.0,360.0,7,0,0,4.91,0.45,0.9,0.39,0.35,12,8,58,3,0,1,3,5,6,0,15,Orthodox,180.34,193.04,170,40,0.7333333333333333,0.26666666666666666,0.6521739130434783,,,
Tony Gravely,140.0,140.0,0,2,0,3.82,0.48,0.3,5.4,0.41,2,2,17,0,0,1,1,3,0,0,5,Orthodox,165.1,175.26,135,30,0.6,0.4,0.7142857142857143,,,
Tony Kelley,270.0,270.0,0,2,0,,,,0.0,0.0,2,1,8,0,0,0,1,1,0,0,2,Switch,175.26,177.8,135,35,0.5,0.5,0.6666666666666666,5.55,0.47,1.4
Tony Sims,-155.0,64.5161,1,0,0,,,,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Southpaw,180.34,177.8,155,30,1.0,0.0,0.5,16.5,0.655,0.5
Tonya Evinger,-400.0,25.0,2,0,0,20.5,0.465,0.0,0.5,0.125,0,2,4,1,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,37,0.0,0.0,0.0,,,
Tor Troeng,130.0,130.0,2,0,0,13.6667,0.543,0.3333,0.6667,0.4,1,2,7,0,0,0,0,0,1,0,1,Orthodox,187.96,195.58,185,31,1.0,0.0,0.3333333333333333,,,
Torrez Finney,-310.0,32.2581,0,3,0,1.78,0.54,0.8,6.86,0.59,3,0,6,0,0,0,1,1,1,0,3,Orthodox,172.72,190.5,185,26,0.6666666666666666,0.3333333333333333,1.0,,,
Toshiomi Kazama,,,2,0,0,1.72,0.53,0.6,1.68,0.12,1,2,5,1,0,0,1,0,0,0,1,Orthodox,170.18,175.26,135,27,0.0,1.0,0.3333333333333333,,,
Tracy Cortez,-125.0,80.0,0,5,0,3.72,0.47,0.3,2.09,0.45,5,0,15,0,0,1,4,0,0,0,5,Orthodox,165.1,165.1,125,29,0.0,1.0,1.0,,,
Travis Browne,-290.0,34.4828,3,0,0,22.8125,0.464,0.125,0.625,0.301,3,7,29,0,0,0,1,7,1,0,9,Orthodox,198.12,200.66,255,34,0.8888888888888888,0.1111111111111111,0.5625,,,
Tre'ston Vines,980.0,980.0,0,0,0,,,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,200.66,185,29,0.0,0.0,0.0,0.0,0.0,0.0
Tresean Gore,410.0,410.0,0,2,0,2.76,0.42,0.9,1.83,0.75,2,2,7,0,0,0,0,0,2,0,2,Switch,182.88,190.5,185,30,1.0,0.0,0.5,,,
Trevin Giles,210.0,210.0,1,0,0,3.27,0.55,0.3,1.19,0.5,3,5,30,0,0,2,2,3,0,0,7,Orthodox,182.88,187.96,170,31,0.42857142857142855,0.5714285714285714,0.5833333333333334,,,
Trevin Jones,160.0,160.0,1,0,0,2.13,0.37,0.2,0.62,0.15,1,1,7,0,0,0,0,1,0,0,1,Southpaw,170.18,177.8,135,31,1.0,0.0,0.5,,,
Trevor Peek,105.0,105.0,1,0,0,4.39,0.53,0.0,1.45,0.5,2,2,12,0,0,0,1,2,0,0,3,Switch,175.26,177.8,155,29,0.6666666666666666,0.3333333333333333,0.6,,,
Trevor Smith,270.0,270.0,1,0,0,42.5,0.552,0.6,1.6,0.255,2,5,26,0,0,1,4,0,0,0,5,Orthodox,190.5,190.5,185,37,0.0,1.0,0.5,,,
Trey Ogden,330.0,330.0,1,0,0,3.07,0.48,0.8,2.04,0.3,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,155,32,0.0,0.0,0.0,,,
Trey Waters,162.0,162.0,0,2,0,,,,0.4,0.33,2,1,7,0,0,0,2,0,0,0,2,Orthodox,195.58,195.58,170,30,0.0,1.0,0.6666666666666666,6.39,0.44,0.8
Tristan Connelly,145.0,145.0,1,0,0,,,,0.33,0.14,1,1,6,0,0,0,1,0,0,0,1,Orthodox,177.8,172.72,145,36,0.0,1.0,0.5,3.31,0.51,0.3
Tucker Lutz,126.0,126.0,2,0,0,3.74,0.46,0.2,1.99,0.44,3,2,14,0,0,0,3,0,0,0,3,Orthodox,172.72,182.88,145,29,0.0,1.0,0.6,,,
Tuco Tokkos,140.0,140.0,3,0,0,,,,4.21,0.47,0,3,5,0,0,0,0,0,0,0,0,Orthodox,193.04,193.04,205,35,0.0,0.0,0.0,2.12,0.4,0.5
Ty Miller,-420.0,23.8095,0,1,0,,,,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,187.96,195.58,170,25,0.0,1.0,1.0,7.16,0.38,0.0
Tyler Diamond,120.0,120.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,145,27,0.0,0.0,0.0,,,
Tyler Toner,-275.0,36.3636,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,145,27,0.0,0.0,0.0,,,
Tyrell Fortune,-122.0,81.9672,0,0,0,,,,3.0,0.6,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,259,35,0.0,0.0,0.0,2.0,0.5,0.0
Tyron Woodley,170.0,170.0,3,0,1,2.36,0.48,0.4,1.06,0.4,8,6,68,6,1,3,3,6,4,0,17,Orthodox,175.26,187.96,170,38,0.5882352941176471,0.4117647058823529,0.7391304347826086,,,
Tyson Griffin,-295.0,33.8983,0,1,0,46.6154,0.387,0.7692,1.5385,0.361,4,5,34,0,0,1,5,1,1,0,8,Orthodox,167.64,172.72,145,27,0.25,0.75,0.6153846153846154,,,
Tyson Nam,320.0,320.0,1,0,0,3.87,0.33,0.0,0.0,0.0,2,4,15,0,0,0,0,3,0,0,3,Orthodox,170.18,172.72,125,39,1.0,0.0,0.42857142857142855,,,
Tyson Pedro,102.0,102.0,1,0,0,2.9,0.59,0.8,0.76,0.3,2,4,15,0,0,0,0,3,2,0,5,Orthodox,190.5,200.66,205,31,1.0,0.0,0.5555555555555556,,,
Ulka Sasaki,-135.0,74.0741,2,0,0,9.6667,0.477,0.6667,0.6667,0.22,1,2,5,0,0,0,0,0,1,0,1,Southpaw,177.8,180.34,125,26,1.0,0.0,0.3333333333333333,,,
Ulysses Gomez,-200.0,50.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,29,0.0,0.0,0.0,16.0,0.37,0.0
Umar Nurmagomedov,-1500.0,6.6667,0,1,0,3.86,0.56,0.2,4.03,0.46,6,1,23,1,0,0,4,1,2,0,7,Orthodox,172.72,175.26,135,30,0.42857142857142855,0.5714285714285714,0.875,,,
Uran Satybaldiev,-102.0,98.0392,1,0,0,2.14,0.25,1.7,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,193.04,200.66,205,31,0.0,0.0,0.0,,,
Uriah Hall,285.0,285.0,1,0,0,3.23,0.48,0.1,0.54,0.38,4,8,42,1,0,1,1,8,0,0,10,Orthodox,182.88,200.66,185,37,0.8,0.2,0.5555555555555556,,,
Urijah Faber,320.0,320.0,0,1,0,2.65,0.4,0.8,1.54,0.3,6,9,78,4,0,0,5,2,12,0,19,Orthodox,167.64,170.18,135,40,0.7368421052631579,0.2631578947368421,0.6785714285714286,,,
Uros Medic,-335.0,29.8507,1,0,0,5.59,0.6,0.0,0.34,0.5,2,3,12,0,0,0,0,5,0,0,5,Southpaw,185.42,180.34,170,32,1.0,0.0,0.625,,,
Vagner Rocha,325.0,325.0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,29,0.0,0.0,0.0,,,
Val Woodburn,300.0,300.0,1,0,0,,,,1.92,1.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,172.72,187.96,170,30,0.0,0.0,0.0,1.6,0.35,0.0
Valentina Shevchenko,-142.0,70.4225,0,2,1,3.04,0.52,0.3,2.65,0.61,9,3,70,13,0,2,6,4,2,0,14,Southpaw,165.1,167.64,125,37,0.42857142857142855,0.5714285714285714,0.8235294117647058,,,
Valerie Letourneau,-120.0,83.3333,2,0,0,78.8,0.402,0.4,0.8,0.44,3,2,17,1,0,1,2,0,0,0,3,Orthodox,170.18,172.72,115,33,0.0,1.0,0.6,,,
Valmir Lazaro,115.0,115.0,0,1,0,89.0,0.365,0.0,2.0,0.2,1,1,6,0,0,1,0,0,0,0,1,Orthodox,182.88,185.42,155,30,0.0,1.0,0.5,,,
Valter Walker,-405.0,24.6914,0,3,0,2.0,0.52,2.5,5.74,0.69,3,1,6,0,0,0,0,0,3,0,3,Orthodox,198.12,198.12,244,27,1.0,0.0,0.75,,,
Vanessa Demopoulos,-112.0,89.2857,1,0,0,3.37,0.39,0.4,0.32,0.09,3,4,23,0,0,2,2,0,1,0,5,Orthodox,157.48,149.86,125,36,0.2,0.8,0.5555555555555556,,,
Vanessa Melo,195.0,195.0,1,0,0,,0.28,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,135,31,0.0,0.0,0.0,,,
Vaughan Lee,305.0,305.0,0,1,0,37.8333,0.46,0.6667,0.6667,0.073,1,3,13,0,0,0,2,0,1,0,3,Orthodox,167.64,167.64,125,31,0.3333333333333333,0.6666666666666666,0.5,,,
Vernon Ramos,-170.0,58.8235,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,182.88,170,23,0.0,0.0,0.0,,,
Veronica Hardy,-770.0,12.987,1,0,0,3.06,0.45,0.3,0.82,0.41,3,5,24,0,0,1,2,0,1,0,4,Southpaw,162.56,162.56,125,29,0.25,0.75,0.4444444444444444,,,
Veronica Macedo,-155.0,64.5161,0,1,0,1.9,0.45,0.8,0.8,1.0,1,3,9,0,0,0,0,0,1,0,1,Southpaw,162.56,162.56,125,24,1.0,0.0,0.25,,,
Viacheslav Borshchev,146.0,146.0,2,0,1,5.1,0.5,0.1,0.0,0.0,2,5,23,0,0,1,0,3,0,0,4,Orthodox,180.34,175.26,155,33,0.75,0.25,0.4444444444444444,,,
Vicente Luque,410.0,410.0,1,0,0,4.83,0.51,0.7,0.9,0.48,6,7,50,0,0,1,1,8,6,0,16,Orthodox,180.34,190.5,185,33,0.875,0.125,0.6956521739130435,,,
Victor Altamirano,230.0,230.0,1,0,0,4.55,0.57,0.0,3.43,0.39,2,2,13,0,0,1,1,1,0,0,3,Switch,172.72,177.8,125,33,0.3333333333333333,0.6666666666666666,0.6,,,
Victor Henry,-198.0,50.5051,1,0,0,7.17,0.53,0.3,1.04,0.42,2,2,16,0,0,1,1,1,0,0,3,Switch,170.18,172.72,135,37,0.3333333333333333,0.6666666666666666,0.6,,,
Victor Hugo,425.0,425.0,0,2,0,,,,0.81,0.33,2,0,5,0,0,0,1,0,1,0,2,Orthodox,170.18,180.34,135,31,0.5,0.5,1.0,3.27,0.44,1.2
Victor Martinez,,,1,0,0,7.94,0.51,0.0,0.7,0.33,1,1,4,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,155,32,0.0,1.0,0.5,,,
Victor Rodriguez,295.0,295.0,1,0,0,,,,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Switch,165.1,170.18,125,28,0.0,0.0,0.0,1.59,0.37,0.0
